DATE,TITLE,MAIN_NEWS,SOURCE_URL
०७७ भदौ २४ गते,बलात्कार घटनाका आरोपित गिरफ्तार,१५ वर्षीया बालिकालाई दुई वर्षयता बलात्कार गर्दै आएको आरोपमा प्रहरीले सुन्दरहरैँचा नगरपालिका-४ का ४५ वर्षीय उमेश नेपाललाई भदौ २४ गते गिरफ्तार गरेको छ । आरोपितले बालिकालाई दुई वर्षयता बलात्कार गर्दै आएको आरोपमा पीडित पक्षले आरोपितविरूद्ध भदौ २४ गते इलाका प्रहरी कार्यालय बेलवारीमा उजुरी दिएको थियो । आरोपितले दुई वर्षयता मर्निङ वाकको बहानामा घर बाहिर लगेर बलात्कार गर्दै आएको बारेमा बालिकाले परिवारलाई भदौ २३ गते जानकारी गराएपछि पीडित पक्षले आरोपितविरूद्ध उजुरी दिएको जिल्ला प्रहरी कार्यालयका एसपी सन्तोष खड्काले इन्सेक प्रतिनिधिसँगको फोन सम्पर्कमा बताउनु भयो । आरोपितकै घरमा पीडित परिवार बहालमा बस्दै आएको र पछिल्लो समयमा आरोपितले बिवाह गर्न बालिकालाई दबाब दिँदै आएको प्रारम्भिक अनुसन्धानमा खुलेको एसपी खड्काले बताउनु भयो । पीडित बालिकाको स्वास्थ्य परीषण कोशी अस्पतालमा भदौ २४ गते गरिएको छ । त्यसैगरी १५ वर्षीया बालिकालाई यौन दुर्र्‍यवहार गरेको आरोपमा प्रहरीले केराबारी गाउँपालिका-७ का ४२ वर्षीय शुक्रबहादुर नेम्वाङलाई भदौ २३ गते गिरफ्तार गरेको छ । आरोपितले भदौ २३ गते बालिकालाई यौन दुर्र्‍यवहार गरेको आरोपमा स्थानीयले इलाका प्रहरी कार्यालय बेलाबारीमा खबर गरेपछि अनुसन्धानका लागि आरोपितलाई गिरफ्तार गरेकोे इन्स्पेक्टर ऋषिराज ढकालले बताउनु भयो । पीडित बालिकाको स्वास्थ्य परीक्षण कोशी अस्पतालमा भदौ २३ गते गरिएको छ । ,http://inseconline.org/np/news/%e0%a4%ac%e0%a4%b2%e0%a4%be%e0%a4%a4%e0%a5%8d%e0%a4%95%e0%a4%be%e0%a4%b0-%e0%a4%98%e0%a4%9f%e0%a4%a8%e0%a4%be%e0%a4%95%e0%a4%be-%e0%a4%86%e0%a4%b0%e0%a5%8b%e0%a4%aa%e0%a4%bf%e0%a4%a4-%e0%a4%97-1284/
०७७ असार ३१ गते,बलात्कार घटनाका आरोपितविरुद्ध उजुरी,१६ वर्षीया बालिकालाई बलात्कार गरेको आरोपमा कल्याणपुर नपा-१२ का २१ वर्षीय मनोहरकुमार रायविरुद्ध पीडित पक्षले जिल्ला प्रहरी कार्यालय सिरहामा असार ३० गते उजुरी दिनु भएको छ । पीडित पक्षका अनुसार आरोपितले बालिकालाई विवाहको प्रलोभन देखाएर जेठ ३० गते बलात्कार गरी भारत तर्फ लगेको र भारतबाट पीडित नेपाल प्रवेश गर्दा प्रहरीले क्वारेण्टाइनमा राखेको पीडितकी दिदीले इन्सेक सिरहा प्रतिनिधिलाई बताउनु भयो । पीसीआर परीक्षण गर्दा बहिनीमा पोजेटिभ देखिएको र महेन्द्र गेनाइ अस्पतालमा रहेको आइसोलेसनमा भर्ना भई उपचार पछि निको भएर मात्र असार ३० गते उजुरी दिइएको इन्सेक प्रतिनिधिलाई पीडितकी दिदीले बताउनु भयो । जिल्ला प्रहरी कार्यालय सिरहाका इन्स्पेक्टर दिपेन्द्र श्रेष्ठले आरोपित फरार रहेकोले खोज तलास भइरहेको बताउनु भयो । पीडित बालिकाको स्वास्थ्य परीक्षण जिल्ला अस्पताल सिरहामा जेठ ३० गते भएको छ । ,http://inseconline.org/np/news/%e0%a4%ac%e0%a4%b2%e0%a4%be%e0%a4%a4%e0%a5%8d%e0%a4%95%e0%a4%be%e0%a4%b0-%e0%a4%98%e0%a4%9f%e0%a4%a8%e0%a4%be%e0%a4%95%e0%a4%be-%e0%a4%86%e0%a4%b0%e0%a5%8b%e0%a4%aa%e0%a4%bf%e0%a4%a4%e0%a4%b5-208/
०७७ भदौ ३१ गते,यौन दुर्व्यवहार घटनाका आरोपित गिरफ्तार,१० वर्षीया बालिकालाई यौन दुर्व्यवहार गरेको आरोपमा प्रहरीले पोखरा मनपा-७ प्रगतिटोल बस्ने ५२ वर्षीय टिका बहादुर दमैलाई भदौ २९ गते गिरफ्तार गरेको छ । पीडितलाई आरोपितले भदौ २९ गते घरमा कोही नभएको मौका छोपी दिउँसो ३ः३० बजेको आसपासमा दुर्व्यवहार गरेको आरोपमा पीडित पक्षले आरोपितविरुद्ध सोही दिन वडा प्रहरी कार्यालय बैदाममा उजुरी दिएको जिल्ला प्रहरी कार्यलय कास्कीका डिएसपी सुवास हमालले इन्सेक प्रतिनिधिलाई जानकारी दिनुभयो । उहाँले आरोपितविरुद्ध बाल यौन दुर्व्यवहार कसुर अन्तरगत कास्की जिल्ला अदालतबाट भदौ २९ गते आठ दिनको म्याद थप गरी अनुसन्धान प्रक्रिया अगाडी बढाइएको बताउनुभयो  । पीडितको स्वास्थ्य परीक्षण भदौ २९ गते पोखरा स्वास्थ्य विज्ञान प्रतिष्ठानमा गरिएको छ । &nbsp; ,http://inseconline.org/np/news/%e0%a4%af%e0%a5%8c%e0%a4%a8-%e0%a4%a6%e0%a5%81%e0%a4%b0%e0%a5%8d%e0%a4%b5%e0%a5%8d%e0%a4%af%e0%a4%b5%e0%a4%b9%e0%a4%be%e0%a4%b0-%e0%a4%98%e0%a4%9f%e0%a4%a8%e0%a4%be%e0%a4%95%e0%a4%be-%e0%a4%86-439/
०७७ असार ३१ गते,बलात्कार घटनाका आरोपित बालक गिरफ्तार,छिमेककी १० वर्षीया बालिकालाई बलात्कार गरेको आरोपमा १२ वर्षीय बालकलाई असार २९ गते प्रहरीले गिरफ्तार गरेको छ । घर नजिकै खेल्ने क्रममा बालिकालाई असार २६ गते बलात्कार गरेको आरोपमा पीडित बालिकाका आफन्तले असार २९ गते प्रहरीमा उजुरी दिएपछि आरोपित बालकलाई सोही दिन गिरफ्तार गरेको जिल्ला प्रहरी कार्यालयका प्रवक्ता प्रहरी इन्सपेक्टर रेशम बोहोराले इन्सेक प्रतिनिधिलाई फोनमा बताउनु भयो । इन्सपेक्टर बोहोराका अनुसार जिल्ला प्रहरी कार्यालयमा उजुरी दिएपछि असार ३० गते दर्ता गरी घटना बारे थप अनुसन्धान भइरहेको छ । बालिकाको स्वास्थ्य परीक्षण प्राथमिक स्वास्थ्य केन्द्र चरिकोटमा असार २९ गते भएको थियो । ,http://inseconline.org/np/news/%e0%a4%ac%e0%a4%b2%e0%a4%be%e0%a4%a4%e0%a5%8d%e0%a4%95%e0%a4%be%e0%a4%b0-%e0%a4%98%e0%a4%9f%e0%a4%a8%e0%a4%be%e0%a4%95%e0%a4%be-%e0%a4%86%e0%a4%b0%e0%a5%8b%e0%a4%aa%e0%a4%bf%e0%a4%a4-%e0%a4%ac-5/
०७७ असार ३० गते,समाचार प्रकाशन गरेको भन्दै पत्रकारलाई दुर्व्यवहार गरेको आरोप,"जितपुरसिमरा उमनपा-२ हुलास टोल निवासी नेपाल पत्रकार महासङ्घ बारा शाखाकी सदस्य तथा थाहा खबर र पलखबरका संवाददाता ३५ वर्षीया शारदा पोखरेललाई सोही उमनपा-१ निवासी ४५ वर्षीय श्रेष्ठ विल्डर्सका सञ्चालक लाल श्रेष्ठ, सोही ठाउँका ३९ वर्षीय नेकपाका तर्फबाट वडा अध्यक्षमा प्रत्यासी उम्मेदवार इमरानखान र वडा नं. २ का वडा सदस्य ३६ वार्षीय धनबहादुर श्रेष्ठले असार २८ गते जितपुरसिमरा उमनपाका प्रमुख प्रशासकीय अधिकृत बैकुण्ठ निधि शर्माको कार्य कक्षमा गालिगलौज, अपशब्द प्रयोग गर्दै दुर्व्यवहार गरेको पीडितको आरोप छ । पीडित महिला पत्रकारले जितपुरसिमरा उमनपाको कार्यालयलाई श्रेष्ठ ब्युल्डर्सले समयमा राजश्व रकम नतिरेको विषयमा समाचार लेखेको भन्दै आरोपितहरूले गालिगलौज, कुटपिट प्रयास गर्दै दुर्व्यवहार गरेका कारण कानुनी कारवाही गर्न सहयोग गरिदिनु हुन इन्सेक जिल्ला प्रतिनिधिलाई अनुरोध गर्नु भएको छ । आसर २७ गते राजश्व दाखिला नगरेको विषयमा विवरणसहित समाचार प्रकाशन भएकाले आरोपितहरू आक्रोशमा आएर दुर्व्यवहार गरेको पीडित महिला पत्रकारले बताउनु भयो । उहाँले असार २८ गते दिउँसो आरोपितहरू तीन जनासँग आफू बसेर समाचारका विषयमा सल्लाह गर्दा दुर्व्यवहार गरेकाले कानुनी कारवाही गर्न सहयोग गरिदिनु हुन इन्सेक बारा प्रतिनिधिलाई फोन मार्फत आग्रह गर्नु भयो । इलाका प्रहरी कार्यालय सिमराका डिएसपी प्रदिप श्रेष्ठले घटना भएको जिल्ला प्रशासन कार्यालयबाट असार २८ गते सूचना आएकोले प्रहरी परिचालन गर्दा नगरपालिकाको कार्यालयमा छलफल भइरहेको बताउनु हुँदै प्रहरीले निगरानी मात्र गरेको तर घटनाका विषयमा छिट्टै पहल गर्ने बताउनु भयो । नेपाल पत्रकार महासङ्घ बारा शाखाले असार २९ गते प्रेस विज्ञप्तिमार्फत महिला पत्रकारलाई दुर्व्यवहार गर्ने आरोपितहरूलाई कारवाही गर्न माग गरेको छ । ",http://inseconline.org/np/news/%e0%a4%b8%e0%a4%ae%e0%a4%be%e0%a4%9a%e0%a4%be%e0%a4%b0-%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%95%e0%a4%be%e0%a4%b6%e0%a4%a8-%e0%a4%97%e0%a4%b0%e0%a5%87%e0%a4%95%e0%a5%8b-%e0%a4%ad%e0%a4%a8%e0%a5%8d/
०७७ भदौ २४ गते,यौन दुर्व्यवहार घटनाका आरोपित गिरफ्तार,"चार वर्षीया बालिकालाई यौन दुर्व्यवहार गरेको आरोपमा प्रहरीले पोखरा मनपा-५ मालेपाटन गोलचौताराका ७८ वर्षीय एकनारायण बराललाई प्रहरीले भदौ २३ गते गिरफ्तार गरेको छ । पीडितलाई आरोपितले ०७६ चैत्र १९ गते एक्लै भएको अवस्थामा दुर्व्यवहार गरेको भन्दै पीडितकी आमाले भदौ २२ गते जिल्ला प्रहरी कार्यालय कास्कीमा उजुरी दिनुभएको थियो । पीडित पक्षले इज्जत र डरको कारण घटना बाहिर आउन नसकेको तर घटना भएको करिब ६ महिनापछि भदौ २१ गते स्थानीय जनप्रतिनिधि, पीडित परिवार, आरोपितका परिवार सहित बसेको भेलामा आरोपितले गल्ती स्वीकार गर्नुभएको पीडितकी ठूलीआमाले इन्सेक प्रतिनिधीलाई बताउनुभयो । पीडितपक्षको उजुरीपछि आरोपितलाई गिरफ्तार गरी अनुसन्धान अगाडी बढाइएको जिल्ला प्रहरी कार्यालय कास्कीका डिएसपी सुवास हमालले जानकारी दिनुभयो । पीडितको स्वास्थ्य परीक्षण भदौ २३ गते पोखरा स्वास्थ्य विज्ञान प्रतिष्ठानको पश्चिमाञ्चल क्षेत्रीय अस्पतालमा गरिएको थियो । ",http://inseconline.org/np/news/%e0%a4%af%e0%a5%8c%e0%a4%a8-%e0%a4%a6%e0%a5%81%e0%a4%b0%e0%a5%8d%e0%a4%b5%e0%a5%8d%e0%a4%af%e0%a4%b5%e0%a4%b9%e0%a4%be%e0%a4%b0-%e0%a4%98%e0%a4%9f%e0%a4%a8%e0%a4%be%e0%a4%95%e0%a4%be-%e0%a4%86-437/
०७७ भदौ २ गते,अज्ञात पक्षद्वारा विद्यालयमा तोडफोड र आगजनी,"घोराही उपमनपा -१५ मा रहेको सिद्धार्थ बोर्डिङ स्कुलमा साउन ३२ गते अज्ञात पक्षले तोडफोड र आगजनी गरेको प्रहरीले जनाएको छ । ६ जनाको समूहमा आएका व्यक्तिहरूले विद्यार्थी भर्ना गर्ने  भन्दै विद्यालय भित्र पसेर  लेखा शाखामा  तोडफोड तथा  विद्यालयका कागजात समेतमा आगजनी गरेका थिए । प्रतिकार गर्न खोज्दा विद्यालयका लेखापालहरू २६ वर्षीय नारायण चौधरी र २८ वर्षीय केशव रिजाल तथा विद्यालयका सुरक्षा गार्ड ५० वर्षीय विष्णु दशौदीलाई कुटपिट गरेर भागेको घर्तीले इन्सेक प्रतिनिधिलाई टेलिफोनमा जानकारी दिनु भयो । उनीहरूले लेखा शाखामा रहेको एक थान कम्युटर, एक थान टेवुल, दुई थान कुर्सी तोडफोड गर्दै मट्टीतेल छर्केर आगजनी गरेको विद्यालयका प्रिन्सपल तिलबहादुर घर्तीले जानकारी दिनुभयो । विद्यालय पक्षले घटनाको अनुसन्धानको माग गर्दै साउन १ गते जिल्ला प्रहरी कार्यालयमा  निवेदन दिएको जिल्ला प्रहरी कार्यालयका डिएसपी सुमित खड्काले जानकारी बताउनु  भयो । ",http://inseconline.org/np/news/%e0%a4%85%e0%a4%9c%e0%a5%8d%e0%a4%9e%e0%a4%be%e0%a4%a4-%e0%a4%aa%e0%a4%95%e0%a5%8d%e0%a4%b7%e0%a4%a6%e0%a5%8d%e0%a4%b5%e0%a4%be%e0%a4%b0%e0%a4%be-%e0%a4%b5%e0%a4%bf%e0%a4%a6%e0%a5%8d%e0%a4%af-3/
०७७ भदौ २१ गते,प्रतिबन्धित नेकपाका नेता अस्पतालबाटै गिरफ्तार,"प्रतिबन्धित नेकपा (विप्लव) का केन्द्रीय स्तरका नेता अनिल शर्मा ‘विरही’लाई प्रहरीले भदौ २० गते भरतपुर अस्पतालबाट गिरफ्तार गरेको उहाँका भाइ शेष सापकोटाले बताउनु भयो । <img class=""alignnone wp-image-28013 alignright"" src=""http://inseconline.org/np/wp-content/uploads/2020/09/photochitwan20200906-300x169.jpg"" alt=""photochitwan20200906"" width=""447"" height=""252"" srcset=""https://inseconline.org/np/wp-content/uploads/2020/09/photochitwan20200906-300x169.jpg 300w, https://inseconline.org/np/wp-content/uploads/2020/09/photochitwan20200906.jpg 444w"" sizes=""(max-width: 447px) 100vw, 447px"" /> रत्ननगर नगरपालिका-५ झुवानीस्थित घरमा वैशाख २३ गते बिहान भर्‍याङबाट लडेर घाइते भएपछि उपचारको क्रममा पुरानो मेडिकल कलेज भरतपुरमा भर्ना भएको अबस्थामा प्रहरीले सोही दिन गिरफ्तार गरी भरतपुर अस्पतालमा ल्याई प्रहरीको निगरानीमा उपचार भइरहेको थियो । शर्मालाई प्रहरीले राज्यविरुद्धको अपराधमा मुद्दा चलाएकोमा जिल्ला अदालतका न्यायधीश हेमन्त रावलको जेठ १८ गतेको इजालसले  उहाँलाई साधारण तारेखमा छाड्न आदेश दिएको थियो । तर उहाँलाई प्रहरीको निगरानी कायमै थियो । मधुमेहका बिरामी रहेका शर्मा ढाडको चोटका कारण लामो समयको उपचारपछि अस्पतलबाट डिस्चार्ज भए लगतै प्रहरीले गिरफ्तार गरेको हो । जिल्ला प्रहरी कार्यालयका प्रवक्ता सूर्यबहादुर थापाले भने धनुषा जिल्लामा शर्मा विरुद्ध मुद्दा भएकोले धनुषा प्रहरीको समन्वयमा नियन्त्रणमा लिइएको बताउनु भयो । धनुषा जिल्लामा भएको बम विष्फोट घटनाको अनुसन्धानका लागि भन्दै धनुषा प्रहरीले उहँलाई भदौ २० गते नै जनकपुर लगेको छ । प्रहरीले आफूलाई पक्राउ पूर्जी दिएको शर्माले इन्सेक प्रतिनिधि दिपेन्द्र अधिकारीलाई बताउनु भयो । ",http://inseconline.org/np/news/%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%a4%e0%a4%bf%e0%a4%ac%e0%a4%a8%e0%a5%8d%e0%a4%a7%e0%a4%bf%e0%a4%a4-%e0%a4%a8%e0%a5%87%e0%a4%95%e0%a4%aa%e0%a4%be%e0%a4%95%e0%a4%be-%e0%a4%a8%e0%a5%87%e0%a4%a4-5/
०७७ भदौ २१ गते,प्रतिबन्धित नेकपाका नेता अस्पतालबाटै गिरफ्तार,"प्रतिबन्धित नेकपा (विप्लव) का केन्द्रीय स्तरका नेता अनिल शर्मा ‘विरही’लाई प्रहरीले भदौ २० गते भरतपुर अस्पतालबाट गिरफ्तार गरेको उहाँका भाइ शेष सापकोटाले बताउनु भयो । <img class=""alignnone wp-image-28013 alignright"" src=""http://inseconline.org/np/wp-content/uploads/2020/09/photochitwan20200906-300x169.jpg"" alt=""photochitwan20200906"" width=""447"" height=""252"" srcset=""https://inseconline.org/np/wp-content/uploads/2020/09/photochitwan20200906-300x169.jpg 300w, https://inseconline.org/np/wp-content/uploads/2020/09/photochitwan20200906.jpg 444w"" sizes=""(max-width: 447px) 100vw, 447px"" /> रत्ननगर नगरपालिका-५ झुवानीस्थित घरमा वैशाख २३ गते बिहान भर्‍याङबाट लडेर घाइते भएपछि उपचारको क्रममा पुरानो मेडिकल कलेज भरतपुरमा भर्ना भएको अबस्थामा प्रहरीले सोही दिन गिरफ्तार गरी भरतपुर अस्पतालमा ल्याई प्रहरीको निगरानीमा उपचार भइरहेको थियो । शर्मालाई प्रहरीले राज्यविरुद्धको अपराधमा मुद्दा चलाएकोमा जिल्ला अदालतका न्यायधीश हेमन्त रावलको जेठ १८ गतेको इजालसले  उहाँलाई साधारण तारेखमा छाड्न आदेश दिएको थियो । तर उहाँलाई प्रहरीको निगरानी कायमै थियो । मधुमेहका बिरामी रहेका शर्मा ढाडको चोटका कारण लामो समयको उपचारपछि अस्पतलबाट डिस्चार्ज भए लगतै प्रहरीले गिरफ्तार गरेको हो । जिल्ला प्रहरी कार्यालयका प्रवक्ता सूर्यबहादुर थापाले भने धनुषा जिल्लामा शर्मा विरुद्ध मुद्दा भएकोले धनुषा प्रहरीको समन्वयमा नियन्त्रणमा लिइएको बताउनु भयो । धनुषा जिल्लामा भएको बम विष्फोट घटनाको अनुसन्धानका लागि भन्दै धनुषा प्रहरीले उहँलाई भदौ २० गते नै जनकपुर लगेको छ । प्रहरीले आफूलाई पक्राउ पूर्जी दिएको शर्माले इन्सेक प्रतिनिधि दिपेन्द्र अधिकारीलाई बताउनु भयो । ",http://inseconline.org/np/news/%e0%a4%aa%e0%a5%8d%e0%a4%b0%e0%a4%a4%e0%a4%bf%e0%a4%ac%e0%a4%a8%e0%a5%8d%e0%a4%a7%e0%a4%bf%e0%a4%a4-%e0%a4%a8%e0%a5%87%e0%a4%95%e0%a4%aa%e0%a4%be%e0%a4%95%e0%a4%be-%e0%a4%a8%e0%a5%87%e0%a4%a4-5/
०७७ भदौ २४ गते,बलात्कार घटनाका आरोपित गिरफ्तार,"३६ वर्षीया महिलालाई बलात्कार गरेको आरोपमा प्रहरीले पोखरा मनपा-७ शान्तिनगर बस्ने ३७ वर्षीय बामदेव सुवेदीलाई भदौ २३ गते गिरफ्तार गरेको छ । पीडितलाई आरोपितले डर, धाकधम्की तथा प्रलोभन देखाइ विगत चार वर्षदेखि र पछिल्लो पटक ०७६ मङ्सिर १४ गते बलात्कार गरेको भन्दै पीडितले आरोपितविरूद्ध भदौ २३ गते जिल्ला प्रहरी कार्यालय कास्कीमा उजुरी दिनुभयो । यसका साथै आरोपितविरूद्ध एक ३१ वर्षीया महिलाले पनि आफूलाई आरोपितले जागिरको प्रलोभन देखाइ लामो समय देखि पटकपटक बलात्कार गर्दै आएको भनी भदौ २३ गते जिल्ला प्रहरी कार्यालय कास्कीमा उजुरी दिएको जिल्ला प्रहरी कार्यलय कास्कीका डिएसपी सुवास हमालले इन्सेक प्रतिनिधिलाई बताउनुभयो । पीडितहरूलाई आरोपितले जागिर जाने डर देखाउने र घम्काउने गरेकोले घटना हालसम्म बाहिर नआएको पीडितहरूले बताएका छन् । दुवै पीडितको उजुरीपछि आरोपितलाई सोही दिन गिरफ्तार गरी उनीविरूद्ध प्रहरीले करणी कसुर अन्तरगत मुद्दामा अनुसन्धान अगाडी बढाएको डिएसपी हमालले जानकारी दिनुभयो । पीडितहरूको स्वास्थ्य परीक्षण भदौ २३ गते पोखरा स्वास्थ्य विज्ञान प्रतिष्ठानमा गरिएको छ । ",http://inseconline.org/np/news/%e0%a4%ac%e0%a4%b2%e0%a4%be%e0%a4%a4%e0%a5%8d%e0%a4%95%e0%a4%be%e0%a4%b0-%e0%a4%98%e0%a4%9f%e0%a4%a8%e0%a4%be%e0%a4%95%e0%a4%be-%e0%a4%86%e0%a4%b0%e0%a5%8b%e0%a4%aa%e0%a4%bf%e0%a4%a4-%e0%a4%97-1282/
०७७ भदौ २३ गते,बलात्कार घटनाका आरोपित गिरफ्तार,"६ वर्षीया बालिकालाई बलात्कार गरेको आरोपमा प्रहरीले कालिगण्डकी गाउँपालिका-४ का ६१ वर्षीय नारायणप्रसाद श्रेष्ठलाई भदौ २१ गते गिरफ्तार गरेको छ । पीडितलाई आरोपितले भदौ १७ गते आफ्नो पसलमा लगेर बलात्कार गरेको भन्दै पीडितपक्षले भदौ २० गते जिल्ला प्रहरी कार्यालयमा उजुरी दिएको  इन्स्पेक्टर राजकुमार रावलले इन्सेक प्रतिनिधिसँगको भेटमा  बताउनु भयो । पीडितको स्वास्थ्य परीक्षण भदौ २० गते  गुल्मी अस्पताल, तम्घासमा गरिएको थियो । ",http://inseconline.org/np/news/%e0%a4%ac%e0%a4%b2%e0%a4%be%e0%a4%a4%e0%a5%8d%e0%a4%95%e0%a4%be%e0%a4%b0-%e0%a4%98%e0%a4%9f%e0%a4%a8%e0%a4%be%e0%a4%95%e0%a4%be-%e0%a4%86%e0%a4%b0%e0%a5%8b%e0%a4%aa%e0%a4%bf%e0%a4%a4-%e0%a4%97-1281/
०७७ भदौ २२ गते,बलात्कार घटनाका आरोपित गिरफ्तार,"२१ वर्षीया युवतीलाई सामूहिक बलात्कार गरेको आरोपमा प्रहरीले गोलबजार नपा-७ का २४ वर्षीय दिनेशकुमार यादव र गोलबजार नपा-१० का २२ वर्षीय दिपेन्द्र मुखियालाई भदौ १९ गते गिरफ्तार गरेको छ । पीडित युवतीलाई आरोपितद्वय लगायत अन्य तीन जनाले युवतीलाई भदौ १३ गते सामूहिक बलात्कार गरेको र पीडितले डर, लाजले कसैलाइ पनि नबताएको कारण समयमा घटनाको जानकारी नभएको पीडितकी आमाले बताउनु भयो । पीडित पक्षले इलाका प्रहरी कार्यालय मिर्चैयामा भदौ १९ गते उजुरी दिएको इन्सेक प्रतिनिधिलाई पीडित युवतीकी आमाले बताउनु भयो । घटनाको जानकारी हुनासाथ आरोपितहरूलाई गिरफ्तार गरेको र अन्य तीन जनाको पहिचान खुल्न बाँकी रहेकाले खोजतलास भइरहेको इलाका प्रहरी कार्यालय मिर्चैयाका डिएसपी सन्तुलालप्रसाद जैसवारले बताउनु भयो । पीडित युवतीको स्वास्थ्य परीक्षण जिल्ला अस्पताल सिरहामा भदौ १९ गते गरिएको छ  । ",http://inseconline.org/np/news/%e0%a4%ac%e0%a4%b2%e0%a4%be%e0%a4%a4%e0%a5%8d%e0%a4%95%e0%a4%be%e0%a4%b0-%e0%a4%98%e0%a4%9f%e0%a4%a8%e0%a4%be%e0%a4%95%e0%a4%be-%e0%a4%86%e0%a4%b0%e0%a5%8b%e0%a4%aa%e0%a4%bf%e0%a4%a4-%e0%a4%97-1279/
०७७ असार २९ गते,घरेलुहिंसा पीडित महिलाको इन्सेकको पहलमा पुर्नस्थापना,कुटपिट गरि घर निकाला गरिएकी बनगाड कुपिण्डे नपा-५ की २१ वर्षीया जमुना रानालाई इन्सेकको पहलमा पुर्नस्थापना  गरिएको छ  । २४ वर्षीय पति लोकेन्द्र रावत र परीवारका अन्य व्यक्तिहरूले असार ५ गते कुटपिट गरि घर निकाला गरेपछि न्यायका लागि असार १४ गते सदरमुकाम आएकी पीडित महिलालाई इन्सेकले बास बस्न आवास गृहसँग समन्वय र यातायातको लागि एक हजार रुपिँया सहयोग गरेको थियो । जिल्ला अदालतमा अंश मुद्दा चलिरहेकोले असार १८ गते इन्सेक प्रतिनिधिको पहलमा जिल्ला प्रहरी कार्यालयमा पुर्नस्थापना गराइपाउँ भन्ने मुद्दा दर्ता भएको थियो । २६ गते इन्सेक प्रतिनिधिद्वारा घटनास्थलको अनुगमन तथा आफन्त र इलाका प्रहरी कार्यालय सल्लीबजारमा पुगेर विस्तृत विवरण लिइएको थियो । प्रहरीले असार २७ गते दुवै पक्षबीच छलफल गर्दा घटनाका आरोपित २४ वर्षीय लोकन्द्र रावतले माफि मागेको र यातना नदिने सहमति गरेपछि पीडितलाई पहिला बसेकै घरमा पठाइएको डिएसपी ढकेन्द्र खतिवडाले जानकारी दिनुभयो । दुइ वर्षदेखी छिमेकीको घरमा बसेर काम गर्दै पेट पाली रहेको अवस्थामा पतिले घरमा बस्न नदिने धम्की दिएपछि बसी रहेको कोठा छाड्नु परेको र अब मासिक भाडा व्यहोर्ने तथा कुनै तनाव समेत नदिने सहमति भएको पीडितले बताउनुभयो । ,http://inseconline.org/np/news/%e0%a4%98%e0%a4%b0%e0%a5%87%e0%a4%b2%e0%a5%81%e0%a4%b9%e0%a4%bf%e0%a4%82%e0%a4%b8%e0%a4%be-%e0%a4%aa%e0%a5%80%e0%a4%a1%e0%a4%bf%e0%a4%a4-%e0%a4%ae%e0%a4%b9%e0%a4%bf%e0%a4%b2%e0%a4%be%e0%a4%95%e0%a5%8b/
०७७ भदौ १९ गते,बलात्कार घटनाका आरोपित गिरफ्तार,बौद्धिक अपाङ्गता भएकी १४ वर्षीयालाई बलात्कार गरेको आरोपमा प्रहरीले विराटनगर महानगरपालिका-५ का ३५ वर्षीय सञ्जय राजवंशीलाई भदौ १८ गते गिरफ्तार गरेको छ । आरोपितले भदौ ४ गते बालिकालाई बलात्कार गरेको आरोपमा पीडित पक्षले आरोपितविरूद्ध भदौ १८ गते जिल्ला प्रहरी कार्यालयका उजुरी दिएका थिए । छोरीले साङ्केतिक भाषामा आफूमाथि बलात्कार भएको ढिलो बताएपछि ढिलो गरी प्रहरीमा उजुरी दिएको पीडितका बाबुले इन्सेक प्रतिनिधिसँगको भेटमा बताउनु भयो । पीडित पक्षको उजुरीका आधारमा आरोपितलाई गिरफ्तार गरेको जिल्ला प्रहरी कार्यालयका डिएसपी मानबहादुर राईले इन्सेक प्रतिनिधिसँगको फोन सम्पर्कमा बताउनु भयो । पीडित बालिकाको स्वास्थ्य परीक्षण कोशी अस्पतालमा भदौ १८ गते गरिएको छ । ,http://inseconline.org/np/news/%e0%a4%ac%e0%a4%b2%e0%a4%be%e0%a4%a4%e0%a5%8d%e0%a4%95%e0%a4%be%e0%a4%b0-%e0%a4%98%e0%a4%9f%e0%a4%a8%e0%a4%be%e0%a4%95%e0%a4%be-%e0%a4%86%e0%a4%b0%e0%a5%8b%e0%a4%aa%e0%a4%bf%e0%a4%a4-%e0%a4%97-1278/
